ticket_id,created_at,channel,ticket_text,language,true_category,true_priority,text_norm_v1
TKT000536,2025-02-17T09:18:32.000Z,chat,payment failed but money deducted???,en,Billing & Payments,P3,payment failed but money deducted???
TKT000537,2024-12-13T07:30:29.050Z,app,payment failed but money deducted,en,Billing & Payments,P4,payment failed but money deducted
TKT000538,2025-01-05T14:43:19.426Z,chat,فاتورة wrong urgent,ar,Billing & Payments,P3,فاتورة wrong urgent
TKT000539,2024-12-02T13:11:58.236Z,email,ما في انترنت خالص,ar,Network / Connectivity,P3,ما في انترنت خالص
TKT000540,2024-12-04T08:21:05.679Z,chat,password نسيتها help,en,Account & Authentication,P3,password نسيتها help
TKT000541,2025-01-06T09:47:05.646Z,app,invoice wrong pls fix,en,Billing & Payments,P4,invoice wrong pls fix
TKT000542,2024-12-06T10:43:27.823Z,call,general question,en,Other,P3,general question
TKT000543,2024-12-05T15:17:57.821Z,app,login not working,en,Account & Authentication,P2,login not working
TKT000544,2024-12-06T10:50:29.175Z,app,modem broken need replacement???,en,Device / Hardware,P3,modem broken need replacement???
TKT000545,2025-01-29T10:41:26.081Z,email,الاشارة راحت تماما,ar,Network / Connectivity,,الاشارة راحت تماما
TKT000546,2025-01-23T09:51:36.840Z,app,ليش غالية كتير هالشهر؟,ar,Billing & Payments,P2,ليش غالية كتير هالشهر؟
TKT000547,2025-02-04T06:14:44.337Z,web,ما وصلني كود,ar,Account & Authentication,P3,ما وصلني كود
TKT000548,2025-02-27T20:04:09.700Z,email,فيه خطأ في الحساب,ar,Billing & Payments,P1,فيه خطأ في الحساب
TKT000549,2025-02-13T20:26:12.951Z,web,network issue plus account locked,en,Other,P2,network issue plus account locked
TKT000550,2025-01-05T18:08:08.940Z,web,cant login للحساب,ar,Account & Authentication,P4,cant login للحساب
TKT000551,2025-02-13T10:24:31.653Z,app,activation not working,,Service Activation / Changes,P2,activation not working
TKT000552,2025-02-03T07:26:18.400Z,email,السرعة سيئة جدا,ar,Network / Connectivity,P3,السرعة سيئة جدا
TKT000553,2024-12-30T17:19:47.534Z,email,no internet connection at all,en,Network / Connectivity,P2,no internet connection at all
TKT000554,2025-01-22T08:12:50.962Z,chat,ابغى اغير الباقة,ar,Service Activation / Changes,P4,ابغى اغير الباقة
TKT000555,2025-01-13T08:26:58.350Z,app,النت بطيء جدا مش قادر استخدمه,ar,Network / Connectivity,P2,النت بطيء جدا مش قادر استخدمه
TKT000556,2025-02-10T12:20:57.614Z,web,data roaming مش فعال help,ar,Roaming & International Services,P3,data roaming مش فعال help
TKT000557,2024-12-10T10:45:27.660Z,chat,wrong amount on bill,en,Billing & Payments,P4,wrong amount on bill
TKT000558,2024-12-28T18:46:01.330Z,app,charged for service i dont have,en,Billing & Payments,P2,charged for service i dont have
TKT000559,2025-01-03T15:00:06.407Z,chat,مشكلة في تغيير الباقة,ar,Service Activation / Changes,P3,مشكلة في تغيير الباقة
TKT000560,2025-02-20T18:12:18.200Z,chat,bill is incorrect,en,Billing & Payments,P4,bill is incorrect
TKT000561,2025-01-01T14:11:16.869Z,web,sim not detected,en,Device / Hardware,P4,sim not detected
TKT000562,2025-01-18T15:24:27.865Z,app,account مقفل urgent,ar,Account & Authentication,,account مقفل urgent
TKT000563,2025-02-25T20:57:22.283Z,chat,الاشارة راحت تماما,ar,Network / Connectivity,P2,الاشارة راحت تماما
TKT000564,2025-01-24T17:34:17.210Z,email,service quality terrible,,Complaints & Service Quality,P3,service quality terrible
TKT000565,2025-02-03T15:04:12.678Z,call,sim registration problem,en,Account & Authentication,P4,sim registration problem
TKT000566,2024-12-27T09:45:17.296Z,app,activation not working,en,Service Activation / Changes,P3,activation not working
TKT000567,2025-01-04T06:40:31.981Z,chat,نسيت الباسورد,ar,Account & Authentication,P2,نسيت الباسورد
TKT000568,2024-12-23T15:01:47.253Z,email,package upgrade problem,en,Service Activation / Changes,P3,package upgrade problem
TKT000569,2025-01-22T17:37:51.341Z,web,رسوم الروامنج غالية جدا,ar,Roaming & International Services,P2,رسوم الروامنج غالية جدا
TKT000570,2025-01-14T01:36:09.848Z,chat,no internet connection at all,en,Network / Connectivity,P4,no internet connection at all
TKT000571,2024-12-17T16:26:22.510Z,email,account locked need access,en,Account & Authentication,P3,account locked need access
TKT000572,2025-01-27T16:41:41.603Z,call,support مش كويس at all,en,Complaints & Service Quality,P3,support مش كويس at all
TKT000573,2025-02-19T13:04:32.005Z,app,network down help,en,Network / Connectivity,P4,network down help
TKT000574,2025-01-27T16:12:28.462Z,chat,ليش غالية كتير هالشهر؟,ar,Billing & Payments,P3,ليش غالية كتير هالشهر؟
TKT000575,2024-12-05T15:08:35.238Z,app,no signal في منطقتي,,Network / Connectivity,P4,no signal في منطقتي
TKT000576,2025-01-10T11:49:24.486Z,app,no signal في منطقتي,en,Network / Connectivity,P4,no signal في منطقتي
TKT000577,2025-02-02T06:01:55.671Z,call,sim card خربانة need new,en,Device / Hardware,P4,sim card خربانة need new
TKT000578,2025-01-07T18:12:41.178Z,email,فاتورة وكمان نت مشكلة,ar,Other,P2,فاتورة وكمان نت مشكلة
TKT000579,2025-02-24T11:00:40.624Z,web,النت بطيء جدا مش قادر استخدمه,ar,Network / Connectivity,P4,النت بطيء جدا مش قادر استخدمه
TKT000580,2025-02-14T15:54:14.204Z,chat,bill is incorrect,en,Billing & Payments,,bill is incorrect
TKT000581,2025-01-03T12:27:17.268Z,email,خصموا زيادة???,ar,Billing & Payments,P3,خصموا زيادة???
TKT000582,2025-01-18T18:12:40.016Z,call,ما قدرت افعل الخدمة,ar,Service Activation / Changes,P4,ما قدرت افعل الخدمة
TKT000583,2025-02-12T06:06:35.192Z,email,very slow speed cant watch anything,en,Network / Connectivity,P3,very slow speed cant watch anything
TKT000584,2025-01-19T13:14:27.257Z,call,مشكلة في الراوتر,ar,Device / Hardware,P3,مشكلة في الراوتر
TKT000585,2025-02-05T05:43:21.495Z,call,جودة الخدمة ردية,ar,Complaints & Service Quality,P4,جودة الخدمة ردية
TKT000586,2025-01-17T18:34:43.298Z,chat,sim registration مشكلة,ar,Account & Authentication,P4,sim registration مشكلة
TKT000587,2025-02-05T20:37:36.868Z,web,no signal in my area,en,Network / Connectivity,P1,no signal in my area
TKT000588,2025-02-20T14:58:36.146Z,chat,password نسيتها help,en,Account & Authentication,P4,password نسيتها help
TKT000589,2024-12-23T13:10:29.441Z,call,no signal in Egypt,,Roaming & International Services,P4,no signal in Egypt
TKT000590,2024-12-09T10:09:37.220Z,chat,الدفع فشل بس المبلغ اتخصم,ar,Billing & Payments,P3,الدفع فشل بس المبلغ اتخصم
TKT000591,2025-01-16T16:49:15.649Z,call,wifi مش شغال urgent,ar,Network / Connectivity,P4,wifi مش شغال urgent
TKT000592,2025-02-23T06:33:13.531Z,chat,new service not activated???,en,Service Activation / Changes,P3,new service not activated???
TKT000593,2024-12-24T11:18:13.501Z,web,cant activate the service,en,Service Activation / Changes,,cant activate the service
TKT000594,2025-02-14T10:17:51.265Z,call,package upgrade problem,,Service Activation / Changes,P3,package upgrade problem
TKT000595,2024-12-06T18:02:02.713Z,,help محتاج,en,Other,P4,help محتاج
TKT000596,2025-01-01T08:19:30.164Z,app,account access denied,en,Account & Authentication,P3,account access denied
TKT000597,2024-12-02T11:35:47.153Z,app,SPEED IS TERRIBLE CANT USE,en,Network / Connectivity,P4,SPEED IS TERRIBLE CANT USE
TKT000598,2024-12-11T15:13:50.145Z,call,need to change my plan,en,Service Activation / Changes,P4,need to change my plan
TKT000599,2024-12-09T11:40:16.589Z,email,no internet connection at all,en,Network / Connectivity,P3,no internet connection at all
TKT000600,2024-12-14T10:53:36.379Z,chat,package change مشكلة,en,Service Activation / Changes,P4,package change مشكلة
TKT000601,2025-02-20T15:36:36.136Z,email,speed is terrible cant use,en,Network / Connectivity,P1,speed is terrible cant use
TKT000602,2024-12-12T11:25:03.529Z,web,urgent,en,Other,P1,urgent
TKT000603,2024-12-05T20:55:43.770Z,email,repeated issue not fixed,en,Complaints & Service Quality,P4,repeated issue not fixed
TKT000604,2024-12-26T10:31:36.068Z,chat,فاتورة wrong urgent,ar,Billing & Payments,P4,فاتورة wrong urgent
TKT000605,2025-02-06T10:36:02.415Z,web,billing error need refund,en,Billing & Payments,P4,billing error need refund
TKT000606,2025-02-04T06:56:44.057Z,app,wifi مش شغال urgent,en,Network / Connectivity,P3,wifi مش شغال urgent
TKT000607,2025-02-05T20:17:40.464Z,app,downgrade request,en,Service Activation / Changes,P2,downgrade request
TKT000608,2024-12-09T07:19:11.950Z,call,activation مش شغال,ar,Service Activation / Changes,P3,activation مش شغال
TKT000609,2025-01-15T13:43:10.152Z,call,help محتاج,en,Other,P4,help محتاج
TKT000610,2024-12-30T08:09:00.045Z,call,no service abroad,en,Roaming & International Services,P4,no service abroad
TKT000611,2025-02-27T08:53:52.233Z,email,احتاج مساعدة,ar,Other,,احتاج مساعدة
TKT000612,2025-02-11T14:15:59.439Z,call,roaming package not activated,en,Roaming & International Services,P4,roaming package not activated
TKT000613,2025-02-14T12:22:50.715Z,app,الفاتورة غلط,ar,Billing & Payments,P3,الفاتورة غلط
TKT000614,2025-01-16T09:37:16.742Z,chat,forgot password help,en,Account & Authentication,P3,forgot password help
TKT000615,2024-12-18T00:53:01.165Z,web,سؤال,ar,Other,P3,سؤال
TKT000616,2025-02-05T17:25:14.343Z,call,modem keeps restarting,en,Device / Hardware,,modem keeps restarting
TKT000617,2024-12-27T08:17:51.817Z,chat,الفاتورة مش صحيحة,ar,Billing & Payments,P2,الفاتورة مش صحيحة
TKT000618,2025-02-27T08:09:02.019Z,chat,ينقطع طول الوقت,ar,Network / Connectivity,P3,ينقطع طول الوقت
TKT000619,2025-01-03T18:11:27.432Z,chat,الاشارة راحت تماما,ar,Network / Connectivity,P4,الاشارة راحت تماما
TKT000620,2025-01-03T19:08:11.986Z,chat,ما قدرت استخدم التلفون برا,ar,Roaming & International Services,P2,ما قدرت استخدم التلفون برا
TKT000621,2024-12-04T09:40:59.064Z,chat,package change مشكلة,ar,Service Activation / Changes,P3,package change مشكلة
TKT000622,2025-02-13T10:40:53.016Z,email,charged twice this month check it,en,Billing & Payments,P4,charged twice this month check it
TKT000623,2025-02-22T07:10:48.702Z,chat,login not working,en,Account & Authentication,P4,login not working
TKT000624,2025-01-09T10:10:12.136Z,call,الشبكة معطلة,ar,Network / Connectivity,P4,الشبكة معطلة
TKT000625,2024-12-17T21:41:09.796Z,email,مش قادر ادخل على حسابي,ar,Account & Authentication,P2,مش قادر ادخل على حسابي
TKT000626,2025-02-20T11:34:51.369Z,email,no signal in Egypt,en,Roaming & International Services,P4,no signal in Egypt
TKT000627,2024-12-02T02:51:33.000Z,chat,ما قدرت ادخل,ar,Account & Authentication,P4,ما قدرت ادخل
TKT000628,2025-01-02T09:51:27.571Z,chat,المودم يعيد التشغيل,ar,Device / Hardware,P2,المودم يعيد التشغيل
TKT000629,2024-12-11T18:33:27.374Z,call,الغاء الاشتراك,ar,Service Activation / Changes,P3,الغاء الاشتراك
TKT000630,2024-12-23T11:31:44.258Z,email,charged مرتين pls check,en,Billing & Payments,P3,charged مرتين pls check
TKT000631,2025-01-30T12:18:13.497Z,web,payment failed but money deducted,en,Billing & Payments,P2,payment failed but money deducted
TKT000632,2024-12-13T11:16:42.529Z,web,خصموا زيادة,ar,Billing & Payments,P3,خصموا زيادة
TKT000633,2025-01-16T17:26:09.526Z,,الفاتورة غلط,ar,Billing & Payments,P4,الفاتورة غلط
TKT000634,2024-12-09T08:02:00.714Z,email,wifi not working pls fix urgent,en,Network / Connectivity,,wifi not working pls fix urgent
TKT000635,2024-12-17T18:22:34.917Z,email,no signal in UAE,en,Roaming & International Services,P2,no signal in UAE
TKT000636,2025-02-06T11:21:24.223Z,chat,wifi مش شغال urgent,en,Network / Connectivity,P4,wifi مش شغال urgent
TKT000637,2025-02-20T08:09:43.218Z,web,ما قدرت افعل الخدمة,ar,Service Activation / Changes,P4,ما قدرت افعل الخدمة
TKT000638,2025-02-13T13:22:37.405Z,chat,international data not active,en,Roaming & International Services,P4,international data not active
TKT000639,2025-02-27T19:03:01.427Z,call,كود التفعيل ما وصل,ar,Account & Authentication,P4,كود التفعيل ما وصل
TKT000640,2024-12-24T06:53:00.200Z,app,why so expensive this month??!!,en,Billing & Payments,P4,why so expensive this month??!!
TKT000641,2024-12-05T10:52:40.069Z,app,speed is terrible cant use,en,Network / Connectivity,P4,speed is terrible cant use
TKT000642,2024-12-02T06:46:33.678Z,app,same problem again and again,en,Complaints & Service Quality,P3,same problem again and again
TKT000643,2025-01-14T12:38:53.806Z,chat,roaming مش شغال برا,ar,Roaming & International Services,P3,roaming مش شغال برا
TKT000644,2025-01-06T20:02:42.576Z,call,خدمة سيئة جدا,ar,Complaints & Service Quality,P4,خدمة سيئة جدا
TKT000645,2025-01-10T20:31:35.242Z,email,same problem again and again,en,Complaints & Service Quality,P2,same problem again and again
TKT000646,2024-12-17T13:07:09.916Z,call,مش قادر ادخل على حسابي,ar,Account & Authentication,P3,مش قادر ادخل على حسابي
TKT000647,2025-01-08T14:54:51.240Z,call,signal lost completely,en,Network / Connectivity,P2,signal lost completely
TKT000648,2024-12-18T07:22:12.177Z,email,sim registration مشكلة,ar,Account & Authentication,P2,sim registration مشكلة
TKT000649,2025-02-15T11:05:00.309Z,web,international  calls  not  working,en,Roaming & International Services,P4,international  calls  not  working
TKT000650,2025-01-24T06:49:56.624Z,call,upgrade محتاج للباقة,ar,Service Activation / Changes,P4,upgrade محتاج للباقة
TKT000651,2025-01-05T06:53:56.880Z,,invoice wrong pls fix,en,Billing & Payments,P4,invoice wrong pls fix
TKT000652,2025-01-17T07:10:24.085Z,chat,الفاتورة غلط,ar,Billing & Payments,P4,الفاتورة غلط
TKT000653,2025-01-31T18:36:58.041Z,app,مش راضي عن الدعم,ar,Complaints & Service Quality,P4,مش راضي عن الدعم
TKT000654,2024-12-03T17:09:30.481Z,email,فاتورة wrong urgent,en,Billing & Payments,P3,فاتورة wrong urgent
TKT000655,2024-12-16T06:20:32.610Z,call,الجهاز ما يتصل,ar,Device / Hardware,P2,الجهاز ما يتصل
TKT000656,2024-12-20T12:11:45.887Z,chat,speed is terrible cant use,en,Network / Connectivity,P4,speed is terrible cant use
TKT000657,2025-01-28T00:10:31.789Z,web,general question,en,Other,P2,general question
TKT000658,2024-12-23T16:17:43.171Z,web,المودم خربان,ar,Device / Hardware,P2,المودم خربان
TKT000659,2025-02-06T08:39:42.005Z,email,sim not detected,en,Device / Hardware,P3,sim not detected
TKT000660,2025-02-03T06:31:28.939Z,email,hello,en,Other,P3,hello
TKT000661,2025-02-09T13:53:12.633Z,email,upgrade to new package pls,,Service Activation / Changes,,upgrade to new package pls
TKT000662,2025-01-09T08:50:38.568Z,app,signal  lost  completely,en,Network / Connectivity,P3,signal  lost  completely
TKT000663,2024-12-18T10:52:24.555Z,web,الحساب محظور,ar,Account & Authentication,P3,الحساب محظور
TKT000664,2024-12-15T08:32:39.628Z,call,internet not working since yesterday,en,Network / Connectivity,P3,internet not working since yesterday
TKT000665,2024-12-12T18:31:22.728Z,web,مشكلة,ar,Other,P1,مشكلة
TKT000666,2024-12-11T13:19:08.173Z,email,sim card damaged need new one,en,Device / Hardware,,sim card damaged need new one
TKT000667,2025-01-21T13:18:14.545Z,app,forgot password help,en,Account & Authentication,P3,forgot password help
TKT000668,2025-02-24T12:55:32.430Z,app,verification code ما وصل,ar,Account & Authentication,P3,verification code ما وصل
TKT000669,2025-02-17T16:06:08.703Z,chat,الفاتورة مش صحيحة,ar,Billing & Payments,P4,الفاتورة مش صحيحة
TKT000670,2025-01-14T10:55:53.078Z,app,ما قدرت استخدم التلفون برا,ar,Roaming & International Services,P4,ما قدرت استخدم التلفون برا
TKT000671,2025-01-31T00:39:38.472Z,email,account access denied,en,Account & Authentication,P2,account access denied
TKT000672,2024-12-11T10:25:08.511Z,call,charged مرتين pls check,en,Billing & Payments,P3,charged مرتين pls check
TKT000673,2025-02-06T19:36:38.227Z,call,help pls,en,Other,P2,help pls
TKT000674,2025-02-14T20:51:53.019Z,call,payment failed but money deducted,en,Billing & Payments,P1,payment failed but money deducted
TKT000675,2024-12-31T15:25:24.968Z,app,speed بطيئة جدا,ar,Network / Connectivity,P2,speed بطيئة جدا
TKT000676,2024-12-16T15:50:16.620Z,email,new service not activated,en,Service Activation / Changes,P4,new service not activated
TKT000677,2025-01-21T01:47:28.243Z,email,router not working,,Device / Hardware,P3,router not working
TKT000678,2025-02-14T06:19:45.465Z,call,need assistance,en,Other,P2,need assistance
TKT000679,2024-12-17T19:25:19.731Z,chat,subscription cancellation,en,Service Activation / Changes,P3,subscription cancellation
TKT000680,2025-02-07T11:33:07.470Z,chat,مشكلة في تسجيل الدخول,ar,Account & Authentication,P4,مشكلة في تسجيل الدخول
TKT000681,2025-01-03T20:07:05.306Z,chat,invoice wrong pls fix,en,Billing & Payments,P1,invoice wrong pls fix
TKT000682,2025-01-06T07:12:39.078Z,chat,مشكلة,ar,Other,P2,مشكلة
TKT000683,2025-01-29T08:36:55.032Z,call,الاشارة راحت تماما,ar,Network / Connectivity,P3,الاشارة راحت تماما
TKT000684,2025-02-27T12:37:11.738Z,chat,cant login للحساب,en,Account & Authentication,P4,cant login للحساب
TKT000685,2025-02-24T15:16:56.920Z,app,cant login to my account,en,Account & Authentication,P3,cant login to my account
TKT000686,2024-12-05T14:01:55.787Z,app,why so expensive this month??,en,Billing & Payments,P4,why so expensive this month??
TKT000687,2025-01-17T06:45:09.521Z,,الغاء الاشتراك,ar,Service Activation / Changes,P2,الغاء الاشتراك
TKT000688,2024-12-10T08:57:44.107Z,email,مشكلة,ar,Other,P4,مشكلة
TKT000689,2025-01-13T09:30:42.602Z,email,account مقفل urgent,en,Account & Authentication,P4,account مقفل urgent
TKT000690,2025-01-05T11:40:22.034Z,web,الاتصال يقطع كل شوية,ar,Network / Connectivity,P3,الاتصال يقطع كل شوية
TKT000691,2025-02-11T11:27:44.636Z,app,زهقت من هالشي,ar,Complaints & Service Quality,P4,زهقت من هالشي
TKT000692,2025-01-02T16:43:26.226Z,email,hardware problem with router,en,Device / Hardware,P3,hardware problem with router
TKT000693,2025-02-13T12:24:55.049Z,web,مرحبا,ar,Other,,مرحبا
TKT000694,2024-12-30T13:08:29.844Z,app,verification code ما وصل,ar,Account & Authentication,,verification code ما وصل
TKT000695,2025-01-10T13:02:15.166Z,web,مش قادر ادخل على حسابي,,Account & Authentication,P2,مش قادر ادخل على حسابي
TKT000696,2025-01-14T18:03:50.601Z,app,مش راضي عن الدعم,ar,Complaints & Service Quality,P4,مش راضي عن الدعم
TKT000697,2025-02-14T18:38:40.138Z,call,فيه خطأ في الحساب,ar,Billing & Payments,P3,فيه خطأ في الحساب
TKT000698,2024-12-11T14:47:10.389Z,chat,BILLING ERROR NEED REFUND,en,Billing & Payments,P1,BILLING ERROR NEED REFUND
TKT000699,2024-12-26T14:44:33.959Z,web,help pls,en,Other,P4,help pls
TKT000700,2025-02-06T11:49:32.711Z,email,service سيء جدا unacceptable,ar,Complaints & Service Quality,,service سيء جدا unacceptable
TKT000701,2025-02-15T17:30:34.516Z,web,general question,,Other,P3,general question
TKT000702,2025-01-01T07:57:25.462Z,call,modem keeps restarting,en,Device / Hardware,,modem keeps restarting
TKT000703,2024-12-28T10:13:10.055Z,email,repeated issue not fixed,en,Complaints & Service Quality,,repeated issue not fixed
TKT000704,2025-02-17T13:05:25.598Z,app,wifi not working pls fix urgent,en,Network / Connectivity,P4,wifi not working pls fix urgent
TKT000705,2025-02-14T07:14:58.699Z,call,النت فاصل من morning,ar,Network / Connectivity,P3,النت فاصل من morning
TKT000706,2024-12-28T14:07:19.099Z,chat,billing error need refund???,en,Billing & Payments,P3,billing error need refund???
TKT000707,2024-12-26T13:50:32.014Z,app,account مقفل urgent,en,Account & Authentication,P4,account مقفل urgent
TKT000708,2025-02-05T10:59:47.273Z,app,الموقع معقد,ar,Other,P4,الموقع معقد
TKT000709,2024-12-10T15:50:25.525Z,email,مش قادر ادخل على حسابي,ar,Account & Authentication,P3,مش قادر ادخل على حسابي
TKT000710,2024-12-02T15:54:46.154Z,app,why so expensive this month??,en,Billing & Payments,P3,why so expensive this month??
TKT000711,2025-01-25T10:25:51.249Z,app,cant activate the service,en,Service Activation / Changes,P4,cant activate the service
TKT000712,2024-12-11T06:15:43.881Z,call,connection يقطع كل دقيقة???,ar,Network / Connectivity,P2,connection يقطع كل دقيقة???
TKT000713,2025-01-28T06:13:46.235Z,call,ما وصلني كود,ar,Account & Authentication,P3,ما وصلني كود
TKT000714,2024-12-20T13:41:59.248Z,chat,no service في UAE,ar,Roaming & International Services,P3,no service في UAE
TKT000715,2025-01-27T10:15:32.232Z,call,الاشارة راحت تماما!!,ar,Network / Connectivity,P3,الاشارة راحت تماما!!
TKT000716,2025-01-20T13:05:09.515Z,web,no internet connection at all,en,Network / Connectivity,P3,no internet connection at all
TKT000717,2025-01-21T10:06:17.722Z,app,downgrade request,en,Service Activation / Changes,P4,downgrade request
TKT000718,2025-01-07T08:48:16.239Z,chat,repeated issue not fixed,,Complaints & Service Quality,P4,repeated issue not fixed
TKT000719,2024-12-28T12:18:26.773Z,chat,complained many times no solution,en,Complaints & Service Quality,P4,complained many times no solution
TKT000720,2025-02-23T06:49:09.257Z,app,connection keeps dropping every few minutes,en,Network / Connectivity,P3,connection keeps dropping every few minutes
TKT000721,2025-02-24T12:42:27.659Z,web,staff rude,en,Other,P3,staff rude
TKT000722,2025-02-03T16:18:09.898Z,app,worst service ever,en,Complaints & Service Quality,P3,worst service ever
TKT000723,2025-02-14T16:09:15.604Z,chat,charged مرتين pls check,en,Billing & Payments,P2,charged مرتين pls check
TKT000724,2024-12-23T06:07:41.584Z,email,roaming charges too high,en,Roaming & International Services,P4,roaming charges too high
TKT000725,2025-01-06T17:16:38.358Z,web,help  محتاج,en,Other,P3,help  محتاج
TKT000726,2024-12-24T03:26:29.871Z,chat,connection يقطع كل دقيقة,ar,Network / Connectivity,,connection يقطع كل دقيقة
TKT000727,2025-01-27T17:54:31.949Z,app,ما في اشارة عندي???,ar,Network / Connectivity,,ما في اشارة عندي???
TKT000728,2025-01-22T15:32:00.971Z,email,very bad service unacceptable,en,Complaints & Service Quality,,very bad service unacceptable
TKT000729,2025-02-17T12:47:20.102Z,call,الخدمة الجديدة ما اتفعلت,ar,Service Activation / Changes,P1,الخدمة الجديدة ما اتفعلت
TKT000730,2025-02-15T15:07:57.053Z,web,website confusing,en,Other,P3,website confusing
TKT000731,2025-02-18T11:50:50.699Z,chat,مرحبا,ar,Other,P3,مرحبا
TKT000732,2024-12-18T13:15:53.855Z,email,sim card damaged need new one,en,Device / Hardware,P1,sim card damaged need new one
TKT000733,2025-01-15T08:46:20.415Z,chat,wifi مش شغال urgent,en,Network / Connectivity,P4,wifi مش شغال urgent
TKT000734,2024-12-19T09:29:22.296Z,call,international data not active,en,Roaming & International Services,P3,international data not active
TKT000735,2024-12-27T18:22:36.685Z,app,modem broken need replacement,en,Device / Hardware,P2,modem broken need replacement
TKT000736,2025-01-15T12:42:47.635Z,email,الروامنج معطل,ar,Roaming & International Services,P3,الروامنج معطل
TKT000737,2025-01-09T14:35:29.814Z,app,account مقفل urgent,en,Account & Authentication,P4,account مقفل urgent
TKT000738,2025-02-28T07:38:28.336Z,web,payment failed but money deducted,en,Billing & Payments,,payment failed but money deducted
TKT000739,2024-12-16T09:19:29.512Z,chat,forgot password help,en,Account & Authentication,P1,forgot password help
TKT000740,2025-02-07T07:59:54.997Z,call,ما في انترنت خالص,ar,Network / Connectivity,P2,ما في انترنت خالص
TKT000741,2025-02-26T09:45:21.697Z,app,مشكلة في تسجيل الدخول!!,ar,Account & Authentication,P3,مشكلة في تسجيل الدخول!!
TKT000742,2025-01-21T15:35:19.193Z,email,شحن مضاعف,ar,Billing & Payments,P4,شحن مضاعف
TKT000743,2024-12-05T05:07:53.668Z,call,help محتاج,en,Other,P3,help محتاج
TKT000744,2024-12-26T12:26:39.611Z,email,hello,en,Other,P4,hello
TKT000745,2024-12-31T17:51:01.761Z,app,internet not working since yesterday,en,Network / Connectivity,P1,internet not working since yesterday
TKT000746,2024-12-03T14:58:07.767Z,email,very bad service unacceptable,en,Complaints & Service Quality,P3,very bad service unacceptable
TKT000747,2025-01-19T15:59:39.922Z,call,احتاج ترقية للباقة,ar,Service Activation / Changes,P4,احتاج ترقية للباقة
TKT000748,2024-12-18T11:04:58.458Z,app,احتاج ترقية للباقة,,Service Activation / Changes,P4,احتاج ترقية للباقة
TKT000749,2025-02-20T14:01:28.224Z,web,no internet connection at all!!,en,Network / Connectivity,P4,no internet connection at all!!
TKT000750,2025-02-03T04:33:38.577Z,chat,verification code not coming,en,Account & Authentication,P2,verification code not coming
TKT000751,2024-12-06T15:13:14.454Z,call,غلط في الفاتورة,ar,Billing & Payments,P3,غلط في الفاتورة
TKT000752,2025-02-06T20:51:01.683Z,chat,roaming not working in Egypt,en,Roaming & International Services,P2,roaming not working in Egypt
TKT000753,2025-01-05T08:09:31.287Z,call,help pls,en,Other,,help pls
TKT000754,2025-01-17T20:46:18.738Z,,payment failed بس المبلغ راح,ar,Billing & Payments,P2,payment failed بس المبلغ راح
TKT000755,2025-01-08T08:50:12.815Z,chat,الدفع فشل بس المبلغ اتخصم,ar,Billing & Payments,P4,الدفع فشل بس المبلغ اتخصم
TKT000756,2025-02-27T11:10:16.725Z,email,مشكلة عندي,ar,Other,P4,مشكلة عندي
TKT000757,2025-01-23T11:03:16.200Z,call,نسيت الباسورد,,Account & Authentication,P4,نسيت الباسورد
TKT000758,2025-01-24T08:24:17.892Z,web,website confusing,en,Other,P4,website confusing
TKT000759,2025-02-11T16:10:58.687Z,app,خصموا زيادة,ar,Billing & Payments,P3,خصموا زيادة
TKT000760,2025-02-06T06:54:45.142Z,call,ما قدرت ادخل,ar,Account & Authentication,P3,ما قدرت ادخل
TKT000761,2024-12-20T14:56:07.746Z,call,cant activate the service,en,Service Activation / Changes,P3,cant activate the service
TKT000762,2025-01-30T13:04:17.999Z,web,need to change my plan,en,Service Activation / Changes,P4,need to change my plan
TKT000763,2025-02-11T06:53:56.493Z,web,speed is terrible cant use,en,Network / Connectivity,P3,speed is terrible cant use
TKT000764,2025-02-17T14:22:51.104Z,call,فيه خطأ في الحساب,ar,Billing & Payments,P4,فيه خطأ في الحساب
TKT000765,2025-02-01T08:03:39.775Z,web,invoice مش صح,ar,Billing & Payments,P4,invoice مش صح
TKT000766,2024-12-09T14:24:09.952Z,chat,الروامنج مش شغال,ar,Roaming & International Services,P3,الروامنج مش شغال
TKT000767,2025-01-13T07:24:01.248Z,web,hardware مشكلة في الراوتر,en,Device / Hardware,,hardware مشكلة في الراوتر
TKT000768,2024-12-05T12:54:13.667Z,web,hardware problem with router,en,Device / Hardware,P2,hardware problem with router
TKT000769,2025-02-21T14:00:14.710Z,call,الخدمة الجديدة ما اتفعلت,ar,Service Activation / Changes,P4,الخدمة الجديدة ما اتفعلت
TKT000770,2025-02-10T18:19:06.310Z,chat,فيه خطأ في الحساب,ar,Billing & Payments,P3,فيه خطأ في الحساب
TKT000771,2024-12-10T17:09:33.334Z,chat,account  access  denied,en,Account & Authentication,P3,account  access  denied
TKT000772,2024-12-21T15:55:08.370Z,chat,الاتصال يقطع كل شوية,ar,Network / Connectivity,P3,الاتصال يقطع كل شوية
TKT000773,2025-01-06T18:12:58.901Z,call,الراوتر مش شغال,ar,Device / Hardware,P4,الراوتر مش شغال
TKT000774,2024-12-30T04:14:10.500Z,app,subscription cancellation,en,Service Activation / Changes,P2,subscription cancellation
TKT000775,2025-01-29T11:16:30.953Z,email,login not working,en,Account & Authentication,P3,login not working
